title,abstract,published,authors,url
Turbulence Strength $C_n^2$ Estimation from Video using Physics-based Deep Learning,"Images captured from a long distance suffer from dynamic image distortion due
to turbulent flow of air cells with random temperatures, and thus refractive
indices. This phenomenon, known as image dancing, is commonly characterized by
its refractive-index structure constant $C_n^2$ as a measure of the turbulence
strength. For many applications such as atmospheric forecast model,
long-range/astronomy imaging, and aviation safety, optical communication
technology, $C_n^2$ estimation is critical for accurately sensing the turbulent
environment. Previous methods for $C_n^2$ estimation include estimation from
meteorological data (temperature, relative humidity, wind shear, etc.) for
single-point measurements, two-ended pathlength measurements from optical
scintillometer for path-averaged $C_n^2$, and more recently estimating $C_n^2$
from passive video cameras for low cost and hardware complexity. In this paper,
we present a comparative analysis of classical image gradient methods for
$C_n^2$ estimation and modern deep learning-based methods leveraging
convolutional neural networks. To enable this, we collect a dataset of video
capture along with reference scintillometer measurements for ground truth, and
we release this unique dataset to the scientific community. We observe that
deep learning methods can achieve higher accuracy when trained on similar data,
but suffer from generalization errors to other, unseen imagery as compared to
classical methods. To overcome this trade-off, we present a novel physics-based
network architecture that combines learned convolutional layers with a
differentiable image gradient method that maintains high accuracy while being
generalizable across image datasets.",2024-08-29 15:31:51+00:00,"['Ripon Kumar Saha', 'Esen Salcin', 'Jihoo Kim', 'Joseph Smith', 'Suren Jayasuriya']",http://arxiv.org/abs/2408.16623v1
EchoFM: Foundation Model for Generalizable Echocardiogram Analysis,"Foundation models have recently gained significant attention because of their
generalizability and adaptability across multiple tasks and data distributions.
Although medical foundation models have emerged, solutions for cardiac imaging,
especially echocardiography videos, are still unexplored. In this paper, we
introduce EchoFM, a foundation model specifically designed to represent and
analyze echocardiography videos. In EchoFM, we propose a self-supervised
learning framework that captures both spatial and temporal variability patterns
through a spatio-temporal consistent masking strategy and periodic-driven
contrastive learning. This framework can effectively capture the
spatio-temporal dynamics of echocardiography and learn the representative video
features without any labels. We pre-train our model on an extensive dataset
comprising over 290,000 echocardiography videos covering 26 scan views across
different imaging modes, with up to 20 million frames of images. The
pre-trained EchoFM can then be easily adapted and fine-tuned for a variety of
downstream tasks, serving as a robust backbone model. Our evaluation was
systemically designed for four downstream tasks after the echocardiography
examination routine. Experiment results show that EchoFM surpasses
state-of-the-art methods, including specialized echocardiography methods,
self-supervised pre-training models, and general-purposed pre-trained
foundation models, across all downstream tasks.",2024-10-30 19:32:02+00:00,"['Sekeun Kim', 'Pengfei Jin', 'Sifan Song', 'Cheng Chen', 'Yiwei Li', 'Hui Ren', 'Xiang Li', 'Tianming Liu', 'Quanzheng Li']",http://arxiv.org/abs/2410.23413v2
Exploiting VLM Localizability and Semantics for Open Vocabulary Action Detection,"Action detection aims to detect (recognize and localize) human actions
spatially and temporally in videos. Existing approaches focus on the closed-set
setting where an action detector is trained and tested on videos from a fixed
set of action categories. However, this constrained setting is not viable in an
open world where test videos inevitably come beyond the trained action
categories. In this paper, we address the practical yet challenging
Open-Vocabulary Action Detection (OVAD) problem. It aims to detect any action
in test videos while training a model on a fixed set of action categories. To
achieve such an open-vocabulary capability, we propose a novel method OpenMixer
that exploits the inherent semantics and localizability of large
vision-language models (VLM) within the family of query-based detection
transformers (DETR). Specifically, the OpenMixer is developed by spatial and
temporal OpenMixer blocks (S-OMB and T-OMB), and a dynamically fused alignment
(DFA) module. The three components collectively enjoy the merits of strong
generalization from pre-trained VLMs and end-to-end learning from DETR design.
Moreover, we established OVAD benchmarks under various settings, and the
experimental results show that the OpenMixer performs the best over baselines
for detecting seen and unseen actions. We release the codes, models, and
dataset splits at https://github.com/Cogito2012/OpenMixer.",2024-11-17 00:39:59+00:00,"['Wentao Bao', 'Kai Li', 'Yuxiao Chen', 'Deep Patel', 'Martin Renqiang Min', 'Yu Kong']",http://arxiv.org/abs/2411.10922v1
CompactFlowNet: Efficient Real-time Optical Flow Estimation on Mobile Devices,"We present CompactFlowNet, the first real-time mobile neural network for
optical flow prediction, which involves determining the displacement of each
pixel in an initial frame relative to the corresponding pixel in a subsequent
frame. Optical flow serves as a fundamental building block for various
video-related tasks, such as video restoration, motion estimation, video
stabilization, object tracking, action recognition, and video generation. While
current state-of-the-art methods prioritize accuracy, they often overlook
constraints regarding speed and memory usage. Existing light models typically
focus on reducing size but still exhibit high latency, compromise significantly
on quality, or are optimized for high-performance GPUs, resulting in
sub-optimal performance on mobile devices. This study aims to develop a
mobile-optimized optical flow model by proposing a novel mobile
device-compatible architecture, as well as enhancements to the training
pipeline, which optimize the model for reduced weight, low memory utilization,
and increased speed while maintaining minimal error. Our approach demonstrates
superior or comparable performance to the state-of-the-art lightweight models
on the challenging KITTI and Sintel benchmarks. Furthermore, it attains a
significantly accelerated inference speed, thereby yielding real-time
operational efficiency on the iPhone 8, while surpassing real-time performance
levels on more advanced mobile devices.",2024-12-17 19:06:12+00:00,"['Andrei Znobishchev', 'Valerii Filev', 'Oleg Kudashev', 'Nikita Orlov', 'Humphrey Shi']",http://arxiv.org/abs/2412.13273v1
Sports-QA: A Large-Scale Video Question Answering Benchmark for Complex and Professional Sports,"Reasoning over sports videos for question answering is an important task with
numerous applications, such as player training and information retrieval.
However, this task has not been explored due to the lack of relevant datasets
and the challenging nature it presents. Most datasets for video question
answering (VideoQA) focus mainly on general and coarse-grained understanding of
daily-life videos, which is not applicable to sports scenarios requiring
professional action understanding and fine-grained motion analysis. In this
paper, we introduce the first dataset, named Sports-QA, specifically designed
for the sports VideoQA task. The Sports-QA dataset includes various types of
questions, such as descriptions, chronologies, causalities, and counterfactual
conditions, covering multiple sports. Furthermore, to address the
characteristics of the sports VideoQA task, we propose a new Auto-Focus
Transformer (AFT) capable of automatically focusing on particular scales of
temporal information for question answering. We conduct extensive experiments
on Sports-QA, including baseline studies and the evaluation of different
methods. The results demonstrate that our AFT achieves state-of-the-art
performance.",2024-01-03 02:22:34+00:00,"['Haopeng Li', 'Andong Deng', 'Jun Liu', 'Hossein Rahmani', 'Yulan Guo', 'Bernt Schiele', 'Mohammed Bennamoun', 'Qiuhong Ke']",http://arxiv.org/abs/2401.01505v4
Efficient UAVs Deployment and Resource Allocation in UAV-Relay Assisted Public Safety Networks for Video Transmission,"Wireless communication highly depends on the cellular ground base station
(GBS). A failure of the cellular GBS, fully or partially, during natural or
man-made disasters creates a communication gap in the disaster-affected areas.
In such situations, public safety communication (PSC) can significantly save
the national infrastructure, property, and lives. Throughout emergencies, the
PSC can provide mission-critical communication and video transmission services
in the affected area. Unmanned aerial vehicles (UAVs) as flying base stations
(UAV-BSs) are particularly suitable for PSC services as they are flexible,
mobile, and easily deployable. This manuscript considers a multi-UAV-assisted
PSC network with an observational UAV receiving videos from the affected area's
ground users (AGUs) and transmitting them to the nearby GBS via a relay UAV.
The objective of the proposed study is to maximize the average utility of the
video streams generated by the AGUs upon reaching the GBS. This is achieved by
optimizing the positions of the observational and relay UAVs, as well as the
distribution of communication resources, such as bandwidth, and transmit power,
while satisfying the system-designed constraints, such as transmission rate,
rate outage probability, transmit power budget, and available bandwidth. To
this end, a joint UAVs placement and resource allocation problem is
mathematically formulated. The proposed problem poses a significant challenge
for a solution. Considering the block coordinate descent and successive convex
approximation techniques, an efficient iterative algorithm is proposed.
Finally, simulation results are provided which show that our proposed approach
outperforms the existing methods.",2024-01-03 09:23:26+00:00,"['Naveed Khan', 'Ayaz Ahmad', 'Abdul Wakeel', 'Zeeshan Kaleem', 'Bushra Rashid', 'Waqas Khalid']",http://arxiv.org/abs/2401.01636v2
Scaling and Masking: A New Paradigm of Data Sampling for Image and Video Quality Assessment,"Quality assessment of images and videos emphasizes both local details and
global semantics, whereas general data sampling methods (e.g., resizing,
cropping or grid-based fragment) fail to catch them simultaneously. To address
the deficiency, current approaches have to adopt multi-branch models and take
as input the multi-resolution data, which burdens the model complexity. In this
work, instead of stacking up models, a more elegant data sampling method (named
as SAMA, scaling and masking) is explored, which compacts both the local and
global content in a regular input size. The basic idea is to scale the data
into a pyramid first, and reduce the pyramid into a regular data dimension with
a masking strategy. Benefiting from the spatial and temporal redundancy in
images and videos, the processed data maintains the multi-scale characteristics
with a regular input size, thus can be processed by a single-branch model. We
verify the sampling method in image and video quality assessment. Experiments
show that our sampling method can improve the performance of current
single-branch models significantly, and achieves competitive performance to the
multi-branch models without extra model complexity. The source code will be
available at https://github.com/Sissuire/SAMA.",2024-01-05 03:12:03+00:00,"['Yongxu Liu', 'Yinghui Quan', 'Guoyao Xiao', 'Aobo Li', 'Jinjian Wu']",http://arxiv.org/abs/2401.02614v1
Experimental Evaluation of Interactive Edge/Cloud Virtual Reality Gaming over Wi-Fi using Unity Render Streaming,"Virtual Reality (VR) streaming enables end-users to seamlessly immerse
themselves in interactive virtual environments using even low-end devices.
However, the quality of the VR experience heavily relies on Wireless Fidelity
(Wi-Fi) performance, since it serves as the last hop in the network chain. Our
study delves into the intricate interplay between Wi-Fi and VR traffic, drawing
upon empirical data and leveraging a Wi-Fi simulator. In this work, we further
evaluate Wi-Fi's suitability for VR streaming in terms of the Quality of
Service (QoS) it provides. In particular, we employ Unity Render Streaming to
remotely stream real-time VR gaming content over Wi-Fi 6 using Web Real-Time
Communication (WebRTC), considering a server physically located at the
network's edge, near the end user. Our findings demonstrate the system's
sustained network performance, showcasing minimal round-trip time (RTT) and
jitter at 60 and 90 frames per second (fps). In addition, we uncover the
characteristics and patterns of the generated traffic streams, unveiling a
distinctive video transmission approach inherent to WebRTC-based services: the
systematic packetization of video frames (VFs) and their transmission in
discrete batches at regular intervals, regardless of the targeted frame rate.
This interval-based transmission strategy maintains consistent video packet
delays across video frame rates but leads to increased Wi-Fi airtime
consumption. Our results demonstrate that shortening the interval between
batches is advantageous, as it enhances Wi-Fi efficiency and reduces delays in
delivering complete frames.",2024-02-01 12:06:41+00:00,"['Miguel Casasnovas', 'Costas Michaelides', 'Marc Carrascosa-Zamacois', 'Boris Bellalta']",http://arxiv.org/abs/2402.00540v2
UniVS: Unified and Universal Video Segmentation with Prompts as Queries,"Despite the recent advances in unified image segmentation (IS), developing a
unified video segmentation (VS) model remains a challenge. This is mainly
because generic category-specified VS tasks need to detect all objects and
track them across consecutive frames, while prompt-guided VS tasks require
re-identifying the target with visual/text prompts throughout the entire video,
making it hard to handle the different tasks with the same architecture. We
make an attempt to address these issues and present a novel unified VS
architecture, namely UniVS, by using prompts as queries. UniVS averages the
prompt features of the target from previous frames as its initial query to
explicitly decode masks, and introduces a target-wise prompt cross-attention
layer in the mask decoder to integrate prompt features in the memory pool. By
taking the predicted masks of entities from previous frames as their visual
prompts, UniVS converts different VS tasks into prompt-guided target
segmentation, eliminating the heuristic inter-frame matching process. Our
framework not only unifies the different VS tasks but also naturally achieves
universal training and testing, ensuring robust performance across different
scenarios. UniVS shows a commendable balance between performance and
universality on 10 challenging VS benchmarks, covering video instance,
semantic, panoptic, object, and referring segmentation tasks. Code can be found
at \url{https://github.com/MinghanLi/UniVS}.",2024-02-28 07:05:27+00:00,"['Minghan Li', 'Shuai Li', 'Xindong Zhang', 'Lei Zhang']",http://arxiv.org/abs/2402.18115v2
DIVERSE: A Dataset of YouTube Video Comment Stances with a Data Programming Model,"Public opinion of military organizations significantly influences their
ability to recruit talented individuals. As recruitment efforts increasingly
extend into digital spaces like social media, it becomes essential to assess
the stance of social media users toward online military content. However, there
is a notable lack of data for analyzing opinions on military recruiting efforts
online, compounded by challenges in stance labeling, which is crucial for
understanding public perceptions. Despite the importance of stance analysis for
successful online military recruitment, creating human-annotated, in-domain
stance labels is resource-intensive. In this paper, we address both the
challenges of stance labeling and the scarcity of data on public opinions of
online military recruitment by introducing and releasing the DIVERSE dataset:
https://doi.org/10.5281/zenodo.10493803. This dataset comprises all comments
from the U.S. Army's official YouTube Channel videos. We employed a
state-of-the-art weak supervision approach, leveraging large language models to
label the stance of each comment toward its respective video and the U.S. Army.
Our findings indicate that the U.S. Army's videos began attracting a
significant number of comments post-2021, with the stance distribution
generally balanced among supportive, oppositional, and neutral comments, with a
slight skew towards oppositional versus supportive comments.",2024-03-05 21:36:23+00:00,"['Iain J. Cruickshank', 'Amir Soofi', 'Lynnette Hui Xian Ng']",http://arxiv.org/abs/2403.03334v3
Detection of Object Throwing Behavior in Surveillance Videos,"Anomalous behavior detection is a challenging research area within computer
vision. Progress in this area enables automated detection of dangerous behavior
using surveillance camera feeds. A dangerous behavior that is often overlooked
in other research is the throwing action in traffic flow, which is one of the
unique requirements of our Smart City project to enhance public safety. This
paper proposes a solution for throwing action detection in surveillance videos
using deep learning. At present, datasets for throwing actions are not publicly
available. To address the use-case of our Smart City project, we first generate
the novel public 'Throwing Action' dataset, consisting of 271 videos of
throwing actions performed by traffic participants, such as pedestrians,
bicyclists, and car drivers, and 130 normal videos without throwing actions.
Second, we compare the performance of different feature extractors for our
anomaly detection method on the UCF-Crime and Throwing-Action datasets. The
explored feature extractors are the Convolutional 3D (C3D) network, the
Inflated 3D ConvNet (I3D) network, and the Multi-Fiber Network (MFNet).
Finally, the performance of the anomaly detection algorithm is improved by
applying the Adam optimizer instead of Adadelta, and proposing a mean normal
loss function that covers the multitude of normal situations in traffic. Both
aspects yield better anomaly detection performance. Besides this, the proposed
mean normal loss function lowers the false alarm rate on the combined dataset.
The experimental results reach an area under the ROC curve of 86.10 for the
Throwing-Action dataset, and 80.13 on the combined dataset, respectively.",2024-03-11 09:53:19+00:00,"['Ivo P. C. Kersten', 'Erkut Akdag', 'Egor Bondarev', 'Peter H. N. De With']",http://arxiv.org/abs/2403.06552v1
WeakSurg: Weakly supervised surgical instrument segmentation using temporal equivariance and semantic continuity,"For robotic surgical videos, instrument presence annotations are typically
recorded with video streams, which offering the potential to reduce the
manually annotated costs for segmentation. However, weakly supervised surgical
instrument segmentation with only instrument presence labels has been rarely
explored in surgical domain due to the highly under-constrained challenges.
Temporal properties can enhance representation learning by capturing sequential
dependencies and patterns over time even in incomplete supervision situations.
From this, we take the inherent temporal attributes of surgical video into
account and extend a two-stage weakly supervised segmentation paradigm from
different perspectives. Firstly, we make temporal equivariance constraint to
enhance pixel-wise temporal consistency between adjacent features. Secondly, we
constrain class-aware semantic continuity between global and local regions
across temporal dimension. Finally, we generate temporal-enhanced pseudo masks
from consecutive frames to suppress irrelevant regions. Extensive experiments
are validated on two surgical video datasets, including one cholecystectomy
surgery benchmark and one real robotic left lateral segment liver surgery
dataset. We annotate instance-wise instrument labels with fixed time-steps
which are double checked by a clinician with 3-years experience to evaluate
segmentation results. Experimental results demonstrate the promising
performances of our method, which consistently achieves comparable or favorable
results with previous state-of-the-art approaches.",2024-03-14 16:39:11+00:00,"['Qiyuan Wang', 'Yanzhe Liu', 'Shang Zhao', 'Rong Liu', 'S. Kevin Zhou']",http://arxiv.org/abs/2403.09551v2
Test-Time Zero-Shot Temporal Action Localization,"Zero-Shot Temporal Action Localization (ZS-TAL) seeks to identify and locate
actions in untrimmed videos unseen during training. Existing ZS-TAL methods
involve fine-tuning a model on a large amount of annotated training data. While
effective, training-based ZS-TAL approaches assume the availability of labeled
data for supervised learning, which can be impractical in some applications.
Furthermore, the training process naturally induces a domain bias into the
learned model, which may adversely affect the model's generalization ability to
arbitrary videos. These considerations prompt us to approach the ZS-TAL problem
from a radically novel perspective, relaxing the requirement for training data.
To this aim, we introduce a novel method that performs Test-Time adaptation for
Temporal Action Localization (T3AL). In a nutshell, T3AL adapts a pre-trained
Vision and Language Model (VLM). T3AL operates in three steps. First, a
video-level pseudo-label of the action category is computed by aggregating
information from the entire video. Then, action localization is performed
adopting a novel procedure inspired by self-supervised learning. Finally,
frame-level textual descriptions extracted with a state-of-the-art captioning
model are employed for refining the action region proposals. We validate the
effectiveness of T3AL by conducting experiments on the THUMOS14 and the
ActivityNet-v1.3 datasets. Our results demonstrate that T3AL significantly
outperforms zero-shot baselines based on state-of-the-art VLMs, confirming the
benefit of a test-time adaptation approach.",2024-04-08 11:54:49+00:00,"['Benedetta Liberatori', 'Alessandro Conti', 'Paolo Rota', 'Yiming Wang', 'Elisa Ricci']",http://arxiv.org/abs/2404.05426v2
Reconstructing Hand-Held Objects in 3D from Images and Videos,"Objects manipulated by the hand (i.e., manipulanda) are particularly
challenging to reconstruct from Internet videos. Not only does the hand occlude
much of the object, but also the object is often only visible in a small number
of image pixels. At the same time, two strong anchors emerge in this setting:
(1) estimated 3D hands help disambiguate the location and scale of the object,
and (2) the set of manipulanda is small relative to all possible objects. With
these insights in mind, we present a scalable paradigm for hand-held object
reconstruction that builds on recent breakthroughs in large language/vision
models and 3D object datasets. Given a monocular RGB video, we aim to
reconstruct hand-held object geometry in 3D, over time. In order to obtain the
best performing single frame model, we first present MCC-Hand-Object (MCC-HO),
which jointly reconstructs hand and object geometry given a single RGB image
and inferred 3D hand as inputs. Subsequently, we prompt a text-to-3D generative
model using GPT-4(V) to retrieve a 3D object model that matches the object in
the image(s); we call this alignment Retrieval-Augmented Reconstruction (RAR).
RAR provides unified object geometry across all frames, and the result is
rigidly aligned with both the input images and 3D MCC-HO observations in a
temporally consistent manner. Experiments demonstrate that our approach
achieves state-of-the-art performance on lab and Internet image/video datasets.
We make our code and models available on the project website:
https://janehwu.github.io/mcc-ho",2024-04-09 17:55:41+00:00,"['Jane Wu', 'Georgios Pavlakos', 'Georgia Gkioxari', 'Jitendra Malik']",http://arxiv.org/abs/2404.06507v3
An Animation-based Augmentation Approach for Action Recognition from Discontinuous Video,"Action recognition, an essential component of computer vision, plays a
pivotal role in multiple applications. Despite significant improvements brought
by Convolutional Neural Networks (CNNs), these models suffer performance
declines when trained with discontinuous video frames, which is a frequent
scenario in real-world settings. This decline primarily results from the loss
of temporal continuity, which is crucial for understanding the semantics of
human actions. To overcome this issue, we introduce the 4A (Action
Animation-based Augmentation Approach) pipeline, which employs a series of
sophisticated techniques: starting with 2D human pose estimation from RGB
videos, followed by Quaternion-based Graph Convolution Network for joint
orientation and trajectory prediction, and Dynamic Skeletal Interpolation for
creating smoother, diversified actions using game engine technology. This
innovative approach generates realistic animations in varied game environments,
viewed from multiple viewpoints. In this way, our method effectively bridges
the domain gap between virtual and real-world data. In experimental
evaluations, the 4A pipeline achieves comparable or even superior performance
to traditional training approaches using real-world data, while requiring only
10% of the original data volume. Additionally, our approach demonstrates
enhanced performance on In-the-wild videos, marking a significant advancement
in the field of action recognition.",2024-04-10 04:59:51+00:00,"['Xingyu Song', 'Zhan Li', 'Shi Chen', 'Xin-Qiang Cai', 'Kazuyuki Demachi']",http://arxiv.org/abs/2404.06741v4
Mumpy: Multilateral Temporal-view Pyramid Transformer for Video Inpainting Detection,"The task of video inpainting detection is to expose the pixel-level inpainted
regions within a video sequence. Existing methods usually focus on leveraging
spatial and temporal inconsistencies. However, these methods typically employ
fixed operations to combine spatial and temporal clues, limiting their
applicability in different scenarios. In this paper, we introduce a novel
Multilateral Temporal-view Pyramid Transformer ({\em MumPy}) that collaborates
spatial-temporal clues flexibly. Our method utilizes a newly designed
multilateral temporal-view encoder to extract various collaborations of
spatial-temporal clues and introduces a deformable window-based temporal-view
interaction module to enhance the diversity of these collaborations.
Subsequently, we develop a multi-pyramid decoder to aggregate the various types
of features and generate detection maps. By adjusting the contribution strength
of spatial and temporal clues, our method can effectively identify inpainted
regions. We validate our method on existing datasets and also introduce a new
challenging and large-scale Video Inpainting dataset based on the YouTube-VOS
dataset, which employs several more recent inpainting methods. The results
demonstrate the superiority of our method in both in-domain and cross-domain
evaluation scenarios.",2024-04-17 03:56:28+00:00,"['Ying Zhang', 'Yuezun Li', 'Bo Peng', 'Jiaran Zhou', 'Huiyu Zhou', 'Junyu Dong']",http://arxiv.org/abs/2404.11054v3
On-the-Fly Point Annotation for Fast Medical Video Labeling,"Purpose: In medical research, deep learning models rely on high-quality
annotated data, a process often laborious and timeconsuming. This is
particularly true for detection tasks where bounding box annotations are
required. The need to adjust two corners makes the process inherently
frame-by-frame. Given the scarcity of experts' time, efficient annotation
methods suitable for clinicians are needed. Methods: We propose an on-the-fly
method for live video annotation to enhance the annotation efficiency. In this
approach, a continuous single-point annotation is maintained by keeping the
cursor on the object in a live video, mitigating the need for tedious pausing
and repetitive navigation inherent in traditional annotation methods. This
novel annotation paradigm inherits the point annotation's ability to generate
pseudo-labels using a point-to-box teacher model. We empirically evaluate this
approach by developing a dataset and comparing on-the-fly annotation time
against traditional annotation method. Results: Using our method, annotation
speed was 3.2x faster than the traditional annotation technique. We achieved a
mean improvement of 6.51 +- 0.98 AP@50 over conventional method at equivalent
annotation budgets on the developed dataset. Conclusion: Without bells and
whistles, our approach offers a significant speed-up in annotation tasks. It
can be easily implemented on any annotation platform to accelerate the
integration of deep learning in video-based medical research.",2024-04-22 16:59:43+00:00,"['Meyer Adrien', 'Mazellier Jean-Paul', 'Jeremy Dana', 'Nicolas Padoy']",http://arxiv.org/abs/2404.14344v1
Skim then Focus: Integrating Contextual and Fine-grained Views for Repetitive Action Counting,"The key to action counting is accurately locating each video's repetitive
actions. Instead of estimating the probability of each frame belonging to an
action directly, we propose a dual-branch network, i.e., SkimFocusNet, working
in a two-step manner. The model draws inspiration from empirical observations
indicating that humans typically engage in coarse skimming of entire sequences
to grasp the general action pattern initially, followed by a finer,
frame-by-frame focus to determine if it aligns with the target action.
Specifically, SkimFocusNet incorporates a skim branch and a focus branch. The
skim branch scans the global contextual information throughout the sequence to
identify potential target action for guidance. Subsequently, the focus branch
utilizes the guidance to diligently identify repetitive actions using a
long-short adaptive guidance (LSAG) block. Additionally, we have observed that
videos in existing datasets often feature only one type of repetitive action,
which inadequately represents real-world scenarios. To more accurately describe
real-life situations, we establish the Multi-RepCount dataset, which includes
videos containing multiple repetitive motions. On Multi-RepCount, our
SkimFoucsNet can perform specified action counting, that is, to enable counting
a particular action type by referencing an exemplary video. This capability
substantially exhibits the robustness of our method. Extensive experiments
demonstrate that SkimFocusNet achieves state-of-the-art performances with
significant improvements. We also conduct a thorough ablation study to evaluate
the network components. The source code will be published upon acceptance.",2024-06-13 05:15:52+00:00,"['Zhengqi Zhao', 'Xiaohu Huang', 'Hao Zhou', 'Kun Yao', 'Errui Ding', 'Jingdong Wang', 'Xinggang Wang', 'Wenyu Liu', 'Bin Feng']",http://arxiv.org/abs/2406.08814v1
Unsupervised Learning of Category-Level 3D Pose from Object-Centric Videos,"Category-level 3D pose estimation is a fundamentally important problem in
computer vision and robotics, e.g. for embodied agents or to train 3D
generative models. However, so far methods that estimate the category-level
object pose require either large amounts of human annotations, CAD models or
input from RGB-D sensors. In contrast, we tackle the problem of learning to
estimate the category-level 3D pose only from casually taken object-centric
videos without human supervision. We propose a two-step pipeline: First, we
introduce a multi-view alignment procedure that determines canonical camera
poses across videos with a novel and robust cyclic distance formulation for
geometric and appearance matching using reconstructed coarse meshes and DINOv2
features. In a second step, the canonical poses and reconstructed meshes enable
us to train a model for 3D pose estimation from a single image. In particular,
our model learns to estimate dense correspondences between images and a
prototypical 3D template by predicting, for each pixel in a 2D image, a feature
vector of the corresponding vertex in the template mesh. We demonstrate that
our method outperforms all baselines at the unsupervised alignment of
object-centric videos by a large margin and provides faithful and robust
predictions in-the-wild. Our code and data is available at
https://github.com/GenIntel/uns-obj-pose3d.",2024-07-05 09:43:05+00:00,"['Leonhard Sommer', 'Artur Jesslen', 'Eddy Ilg', 'Adam Kortylewski']",http://arxiv.org/abs/2407.04384v1
TAPVid-3D: A Benchmark for Tracking Any Point in 3D,"We introduce a new benchmark, TAPVid-3D, for evaluating the task of
long-range Tracking Any Point in 3D (TAP-3D). While point tracking in two
dimensions (TAP) has many benchmarks measuring performance on real-world
videos, such as TAPVid-DAVIS, three-dimensional point tracking has none. To
this end, leveraging existing footage, we build a new benchmark for 3D point
tracking featuring 4,000+ real-world videos, composed of three different data
sources spanning a variety of object types, motion patterns, and indoor and
outdoor environments. To measure performance on the TAP-3D task, we formulate a
collection of metrics that extend the Jaccard-based metric used in TAP to
handle the complexities of ambiguous depth scales across models, occlusions,
and multi-track spatio-temporal smoothness. We manually verify a large sample
of trajectories to ensure correct video annotations, and assess the current
state of the TAP-3D task by constructing competitive baselines using existing
tracking models. We anticipate this benchmark will serve as a guidepost to
improve our ability to understand precise 3D motion and surface deformation
from monocular video. Code for dataset download, generation, and model
evaluation is available at https://tapvid3d.github.io",2024-07-08 13:28:47+00:00,"['Skanda Koppula', 'Ignacio Rocco', 'Yi Yang', 'Joe Heyward', 'João Carreira', 'Andrew Zisserman', 'Gabriel Brostow', 'Carl Doersch']",http://arxiv.org/abs/2407.05921v2
A Comprehensive Review of Few-shot Action Recognition,"Few-shot action recognition aims to address the high cost and impracticality
of manually labeling complex and variable video data in action recognition. It
requires accurately classifying human actions in videos using only a few
labeled examples per class. Compared to few-shot learning in image scenarios,
few-shot action recognition is more challenging due to the intrinsic complexity
of video data. Recognizing actions involves modeling intricate temporal
sequences and extracting rich semantic information, which goes beyond mere
human and object identification in each frame. Furthermore, the issue of
intra-class variance becomes particularly pronounced with limited video
samples, complicating the learning of representative features for novel action
categories. To overcome these challenges, numerous approaches have driven
significant advancements in few-shot action recognition, which underscores the
need for a comprehensive survey. Unlike early surveys that focus on few-shot
image or text classification, we deeply consider the unique challenges of
few-shot action recognition. In this survey, we review a wide variety of recent
methods and summarize the general framework. Additionally, the survey presents
the commonly used benchmarks and discusses relevant advanced topics and
promising future directions. We hope this survey can serve as a valuable
resource for researchers, offering essential guidance to newcomers and
stimulating seasoned researchers with fresh insights.",2024-07-20 03:53:32+00:00,"['Yuyang Wanyan', 'Xiaoshan Yang', 'Weiming Dong', 'Changsheng Xu']",http://arxiv.org/abs/2407.14744v1
"UNQA: Unified No-Reference Quality Assessment for Audio, Image, Video, and Audio-Visual Content","As multimedia data flourishes on the Internet, quality assessment (QA) of
multimedia data becomes paramount for digital media applications. Since
multimedia data includes multiple modalities including audio, image, video, and
audio-visual (A/V) content, researchers have developed a range of QA methods to
evaluate the quality of different modality data. While they exclusively focus
on addressing the single modality QA issues, a unified QA model that can handle
diverse media across multiple modalities is still missing, whereas the latter
can better resemble human perception behaviour and also have a wider range of
applications. In this paper, we propose the Unified No-reference Quality
Assessment model (UNQA) for audio, image, video, and A/V content, which tries
to train a single QA model across different media modalities. To tackle the
issue of inconsistent quality scales among different QA databases, we develop a
multi-modality strategy to jointly train UNQA on multiple QA databases. Based
on the input modality, UNQA selectively extracts the spatial features, motion
features, and audio features, and calculates a final quality score via the four
corresponding modality regression modules. Compared with existing QA methods,
UNQA has two advantages: 1) the multi-modality training strategy makes the QA
model learn more general and robust quality-aware feature representation as
evidenced by the superior performance of UNQA compared to state-of-the-art QA
methods. 2) UNQA reduces the number of models required to assess multimedia
data across different modalities. and is friendly to deploy to practical
applications.",2024-07-29 04:56:56+00:00,"['Yuqin Cao', 'Xiongkuo Min', 'Yixuan Gao', 'Wei Sun', 'Weisi Lin', 'Guangtao Zhai']",http://arxiv.org/abs/2407.19704v1
